"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"04/10/2020","AQS","060070008","3","3.4","ug/m3 LC","14","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/11/2020","AQS","060070008","3","7.1","ug/m3 LC","30","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/12/2020","AQS","060070008","3","4.4","ug/m3 LC","18","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/13/2020","AQS","060070008","3","3.3","ug/m3 LC","14","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/14/2020","AQS","060070008","3","2.7","ug/m3 LC","11","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/15/2020","AQS","060070008","3","4.6","ug/m3 LC","19","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/16/2020","AQS","060070008","3","4.7","ug/m3 LC","20","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/17/2020","AQS","060070008","3","5.7","ug/m3 LC","24","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/18/2020","AQS","060070008","3","6.1","ug/m3 LC","25","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/19/2020","AQS","060070008","3","4.8","ug/m3 LC","20","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/20/2020","AQS","060070008","3","6.5","ug/m3 LC","27","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/21/2020","AQS","060070008","3","6.3","ug/m3 LC","26","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/22/2020","AQS","060070008","3","5.4","ug/m3 LC","23","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/23/2020","AQS","060070008","3","2.9","ug/m3 LC","12","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/24/2020","AQS","060070008","3","2.7","ug/m3 LC","11","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/25/2020","AQS","060070008","3","4.2","ug/m3 LC","18","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/26/2020","AQS","060070008","3","6.2","ug/m3 LC","26","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/27/2020","AQS","060070008","3","3.5","ug/m3 LC","15","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/28/2020","AQS","060070008","3","2.2","ug/m3 LC","9","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/29/2020","AQS","060070008","3","5.9","ug/m3 LC","25","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"04/30/2020","AQS","060070008","3","3.9","ug/m3 LC","16","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/01/2020","AQS","060070008","3","5.5","ug/m3 LC","23","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/02/2020","AQS","060070008","3","2.6","ug/m3 LC","11","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/03/2020","AQS","060070008","3","1.7","ug/m3 LC","7","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/08/2020","AQS","060070008","3","5.6","ug/m3 LC","23","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"05/09/2020","AQS","060070008","3","7.5","ug/m3 LC","31","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
